Customer_ID,Name,Age,Gender,Email,Phone,Country,Signup_Date,Purchase_Amount
fccb4ba4-8ced-4243-9d2a-733d64eb0d44,James Guzman Jr.,37.0,Female,smithjessica@hotmail.com,302.714.6629,U.S.,04/15/2021,4186.51
25960be6-8e05-409d-9a49-7ce29613fdda,Brian Campos,73.0,M,gomezjacob@johnston.com,102.027.5917,USA,06/03/2023,3124.85
b954ed9c-a2dd-48af-b0cc-7187d71a0ba5,Randy Murphy,73.0,F,ruizjulian@williamson-henry.com,(807)705-3988,USA,01/12/2023,1951.58
cf65d0db-fe39-4632-9597-5d5be1686262,Christopher Craig,26.0,Female,marcusrobbins@gmail.com,053-014-5948x66948,India,02/14/2025,4329.45
0c100a2f-ea91-4608-8f53-ace1cf4d522c,Kara Cunningham,,Male,xross@diaz-miller.org,+1-243-102-7225x50573,IN,09/19/2022,1338.08
d0ccc275-0774-45be-9bfc-3a0c42bfe17e,Vincent Zavala,55.0,F,fjennings@hotmail.com,101.384.0072,IN,05/30/2022,4605.29
11d13e55-cae4-4000-b919-08c2cd51b616,Mary Hogan,,Female,ccook@gmail.com,1869396115,United States,11/09/2021,3416.98
9ca4d165-bd1e-4d42-a3b8-521fe04cdca2,Ryan Morton,,F,andresvazquez@stewart-johnson.biz,001-692-385-5183x1025,India,09/01/2023,824.73
085534ce-fb77-432a-afad-f2c0899d555d,William Cochran,62.0,Male,mary35@snyder.com,001-680-811-9662x118,India,11/02/2022,3485.66
2ff3a111-7bf7-47b8-b588-090a30973e85,Penny Berry,,Male,joelwatkins@larsen.biz,(754)221-7264x49739,,12/10/2022,2253.75
e71dbe2a-7bf2-4d67-b35d-ce3dcfdee722,Adam Parker,,Female,sarah45@white.org,906-011-6079x47471,,09/22/2024,67.7
18431b7d-894d-4172-aa6e-338dc603ea7a,Dylan Young,34.0,Male,debbie17@pope.com,1457807261,U.S.,01/20/2023,3987.9
23ce98bc-e57b-46a8-8080-0188f65e5b5b,Kelly Velasquez,66.0,,sarahmoore@yahoo.com,343-304-1088x4043,U.S.,02/01/2021,3243.2
e544272a-1e8b-4258-b190-0d49d56c31ec,Shannon Lewis,,Male,wparsons@hunter-webster.com,+1-971-310-3678,IN,08/15/2023,1695.88
2b1a31d1-1ddc-4270-9fc4-6696d9c57657,Jessica Craig,72.0,Male,oshea@garcia.com,(119)328-6864,,08/31/2023,4630.9
dc92ff06-5a97-440a-ad39-11944f48a28c,Mark Brown,42.0,Female,rhodesdebra@hotmail.com,205.066.1444,India,01/28/2021,4279.54
0b51769e-9739-40b0-9b13-b5db2c35a979,Teresa Cox,,Female,zharvey@yahoo.com,184.655.8310,IN,05/10/2020,2760.16
3109b853-a93d-402e-9540-d5f47d21e61d,Dr. Christina Estes,63.0,M,walkerjames@simpson-cox.com,739-844-2923x97417,India,02/14/2025,3920.89
1cd3e48e-6bb0-4a1e-9fff-c25bb838335b,Scott Smith,48.0,F,megan09@hotmail.com,001-033-417-3546x03861,,03/22/2021,1469.75
4d6e49e3-f39f-4d6e-ad2b-637ee2d4f57c,Christopher Hill,,Female,sbeck@meyer-cobb.com,(530)234-4648x0445,USA,01/26/2024,4459.18
d0289248-99a5-4fdc-b97f-f456f35cbba2,Erin Walton,44.0,M,nancymitchell@herring.com,912.822.2083x3049,United States,01/21/2021,264.65
663226ee-c674-4c76-b72a-b228cbcedcf2,Mr. Thomas Sanchez,,M,kellyramos@yahoo.com,+1-084-414-2523x482,,03/28/2020,4273.42
693b2e3f-d3d6-4434-a6ad-d74f73ba97b0,Jennifer Smith,60.0,Female,williamsdouglas@yahoo.com,569-613-9427x9575,,09/22/2023,1902.62
eef76d00-0f93-468d-91a5-816ea6d28c7d,David Miller,63.0,F,wrightholly@gaines.com,(224)797-6397x68214,United States,11/16/2023,2328.45
4ad2e2c2-5060-408b-ae00-2731e81a6464,Erica White,45.0,,barrjeff@hotmail.com,001-878-736-8738x3392,IN,10/21/2024,109.64
ee26f4f6-0298-47f8-839d-e2ace4795070,Timothy Blake,,,phamjason@yahoo.com,(289)856-2896,,05/15/2023,4006.47
a3de93d3-f677-4d02-9b15-14ff96f6c6f5,Heather Martin,,M,torresmelissa@barron.com,554-574-0775x3569,U.S.,08/11/2021,2484.0
32c1be39-76a4-46bb-bf68-63d5fc87a2e5,Michael Quinn,50.0,M,emily26@gonzalez.net,+1-002-452-2509x078,USA,11/15/2023,4542.09
aefa4ed5-1623-46f0-b48a-14c858ca8e6f,Nicole Phillips,,,tjones@hotmail.com,001-190-989-5594,,05/16/2020,3090.74
a3bdaaab-5daa-4df4-b550-17033596ba4f,Scott Kelly,,F,hilljacqueline@hotmail.com,8528184105,India,11/02/2023,4874.46
77cd96a8-ad0c-4bd1-9461-68a91cfde139,Cynthia Hernandez,35.0,,haydenryan@collins.biz,(208)592-9535x37724,,05/27/2020,1948.04
0b56c303-c532-4fb2-a27b-db845dc9995c,Casey Riddle,,M,jimenezalejandro@allen.com,001-893-424-2699x851,U.S.,05/10/2022,3110.27
db3531c0-ecef-4510-a154-0b88328c93a4,Travis Jordan,75.0,F,mark99@perez-sullivan.biz,7429459928,,10/30/2022,3114.58
b053ee1f-2f97-4b7f-b05b-57c6eab3329f,Natalie Oconnell,52.0,,luisbeltran@dean.com,310-867-4573x050,,03/30/2024,1686.03
8a28c874-bccb-4dad-9ec1-8e10e767344a,Erin Griffin,,,aaron70@gmail.com,863-711-5587,U.S.,05/14/2021,2507.07
11e938cd-7bd2-4ac1-8aae-5053096a52bf,Heather Shields,,,hancockpaula@yahoo.com,9095855842,IN,12/27/2022,3132.86
fb122634-e0ee-453a-9d73-caf9fe934bbe,Lisa Davis,48.0,,michelechen@adams-williams.com,406.503.7246,U.S.,09/16/2024,3759.49
5c0392a7-3feb-4f53-9ef7-cf1793872eab,David Boone,41.0,M,johnnyferrell@dodson.info,486.033.5736x605,India,01/14/2023,4169.81
b985bea2-da03-470c-aa86-8925350eb0d5,Alicia Moore,55.0,F,maysmelissa@molina.com,050.716.8812,,08/10/2024,305.79
0b58ed5f-990e-45d2-acfe-f11fd7a023ad,Mark Reilly,,Male,hbrown@yahoo.com,(325)233-2006,IN,10/09/2022,1010.33
42cbffbf-e7e4-41ed-b828-949bccc2effb,Alexandra King,32.0,Male,patrick03@hotmail.com,728-454-5641x662,India,11/07/2020,4897.69
d05c07ba-0170-416a-931c-6509a7057b8c,James Bush,,Male,laurenward@hotmail.com,001-769-239-1437x409,United States,09/21/2023,3505.55
03ec342f-7073-4c7a-9010-3fef96cec411,Kenneth Newton,23.0,F,taylorbrianna@holmes-crawford.net,331-732-8540x4652,U.S.,11/24/2024,4682.1
4924c0c6-7790-4386-93cf-be589f21ff08,Sean Gomez,,Male,rasmussenpatricia@knapp-scott.info,326.301.1030x0306,,04/13/2023,2355.06
2fcd2cd8-fec3-495d-a398-4a70316cb740,Krystal Ibarra,65.0,Female,jenniferevans@yahoo.com,(187)722-4255x73819,IN,02/21/2020,3247.36
3d1e74ad-6de6-4c54-89f0-94ee19c78b18,Lauren Church,69.0,Female,shannon98@skinner.info,221.824.5630,U.S.,08/15/2021,1510.89
e1fb649d-5335-494a-9b98-1108e6f45af5,Kelsey Davis,62.0,Male,lisa92@moore.info,001-567-296-9130,USA,06/18/2020,3093.92
302b59cd-e409-4150-a877-a35833122523,Kimberly Alvarado,28.0,,kimberlyherrera@hotmail.com,+1-932-951-2120,United States,03/14/2021,2079.9
2d1628e2-929d-40d7-a646-3ac8e7eef0c5,Ashley Watson,,F,nguyenmichelle@shaw-morrison.com,281.841.0557x271,IN,12/26/2023,4232.61
05c3172d-b107-4d16-a59d-fbf7f360ddb1,Amanda Johnson,61.0,Male,davidsonkathy@gmail.com,001-899-195-2363x44658,IN,10/23/2023,349.09
d0f45b26-e39e-4707-9d19-3b1c38cf1824,Jessica Roman,,Male,wangmichael@yahoo.com,4806478125,United States,03/28/2020,4116.74
2f8bbab3-09f3-4e90-ac8b-16de76b1becc,John Lyons,28.0,F,amanda11@rivera.com,862.564.0671x03007,U.S.,07/18/2024,4145.22
80c76278-27d9-4632-83d4-3de0fe56182d,Brittany Mejia,58.0,F,ihuang@scott.com,838-977-6883x502,India,08/20/2024,1762.41
7bce3623-1dc4-450e-8e8d-9ebdfb0f4731,Connie Myers,,Female,williamsdonald@wilcox.com,(747)986-1751x708,IN,07/13/2021,839.41
0da1d006-91c5-473a-a63d-a25d24b8894a,Keith Scott,71.0,F,leedavid@gmail.com,569.806.0263x479,IN,12/07/2020,4117.93
13933e9c-1dfc-4413-8846-8ac3e3a29ec0,Abigail Chang,59.0,M,debra64@levine.com,3713341341,India,09/09/2023,146.22
202ec055-ecab-4c5e-b08e-1f628fb3dc78,Denise Wood,,Female,andrew13@yahoo.com,+1-093-356-9665x6749,U.S.,05/21/2022,1434.64
fa32a4ea-0e74-42c0-9446-ed952f6eb7d2,Sara Schmidt,,Male,astevenson@lawrence.com,922-295-1544,,11/25/2023,3976.0
fb04860d-582c-46fc-a0f3-dd18c5885e50,Derek Maddox,,Male,colleen56@gmail.com,127-301-0276,IN,09/13/2024,3978.43
c0944396-d97e-4a0b-89a5-a207470c5c48,Kayla Cobb,41.0,F,johnsonjoanna@bridges.org,001-254-388-5171,,11/02/2023,1532.9
a45af546-af2c-4de5-9828-4a52d968bf9d,Dr. Kristopher Carter,,F,millercynthia@hotmail.com,(351)353-1462x61566,,04/01/2020,3576.57
7cea5ad9-65c2-48b9-8817-fb50733ca516,Michael Peck,41.0,,careyalexis@yahoo.com,6576674440,United States,07/14/2021,3084.42
ccd715aa-b133-4881-8d57-c03e536947d3,Henry Burke,18.0,F,davidward@herrera.org,+1-254-941-7916x01868,U.S.,07/22/2021,1118.5
a6ea7040-5c12-4d29-8e38-207960ae9513,Matthew Sanchez,,Male,scottjames@hotmail.com,001-131-761-5737x47760,India,05/03/2024,1575.9
1f5da6e1-44c2-4b40-8b5d-e498f3782cf0,Michelle Henderson,,F,mannkimberly@cole-hampton.com,001-574-290-9642x54694,United States,12/13/2020,1068.71
fb935d69-9f2b-4367-8ecf-095f107e9cfb,Kevin Sweeney,,Male,clee@yahoo.com,486.970.0983x38378,U.S.,10/23/2022,4756.33
b307e530-f27c-4162-b885-ff9823d561c0,Erika Guerrero,,F,ywhite@hull.com,(941)569-5080,United States,12/28/2023,2853.21
a6ea12c6-8d63-45c3-9ce4-87a35c7f5168,Ashley Villarreal,,Male,hickmanlauren@hotmail.com,727-990-8671x66235,India,01/04/2023,344.16
b3805128-4dea-426f-96b1-c2386cafd625,Brittany Johnson,,,estradajennifer@lane.net,+1-352-915-9469x885,USA,02/22/2023,2835.82
9c5a3fe4-ad8f-4a65-8211-ff08105b6455,Brian Collins,,Male,joyterry@thomas.com,001-127-308-7754,India,10/30/2022,845.46
837e2545-7118-48d1-8046-2787577dab13,Leah Everett,,F,rebecca13@salinas.com,001-622-411-0921,India,05/01/2024,2188.06
62a7b9bd-cfa3-4396-9bb0-22969a642e2e,Danielle Dixon,37.0,F,bankskimberly@wilkerson.com,(468)929-0338x5796,United States,08/09/2022,3887.79
285be5e4-ecb5-468a-aa66-f252c3b47cbd,Steven Schroeder,19.0,Male,baileycharles@gmail.com,327.015.8657,IN,02/12/2023,1760.46
7c3543a6-69bb-4409-92e3-3353c6b4f819,Dawn Reynolds,38.0,Male,katherinemartin@yahoo.com,420.936.6549,IN,08/19/2024,1444.24
ffce1f2b-fd9c-48ee-8b17-2a2de2b7c1a0,April Hawkins,,M,sharon19@gmail.com,995-311-8247x99000,IN,10/04/2022,4424.68
fb7f2e63-bbc8-46f5-9458-35f166fb5e5e,Lance Graham,,M,amberbaker@morgan-gutierrez.com,(177)452-6063,,05/31/2024,2933.6
f93ee2e7-5dad-4d2b-92b0-a4cc96673931,Mrs. Kathy Mcguire PhD,41.0,Male,ubecker@mullins.com,696.513.6904x638,India,11/02/2021,3754.09
9b541f98-f022-42c9-8588-60576986911f,William Jackson,,M,nshaffer@mitchell.com,656-143-7895x02128,United States,09/15/2024,2355.3
6f7ce57d-210b-44e1-bec2-923c22db3d37,Andrea Taylor,46.0,Female,romerorobert@gmail.com,(872)756-2529x228,USA,06/24/2022,1189.97
ae519614-7d67-4c11-aa69-589c442e1e6c,Todd Spencer,37.0,M,daniel78@gmail.com,+1-455-080-7943x03711,U.S.,05/26/2024,784.2
a528540c-68ba-411b-9928-85ed84d3a5a2,Melissa Gregory,69.0,M,fthomas@yahoo.com,001-299-717-1759x19837,United States,06/02/2023,3283.17
7e4b51d3-fd04-443a-a16a-01ecbed14e78,Paul Cooper,,M,mramos@gmail.com,630.184.1417x7902,USA,09/10/2024,4441.07
ec1bc93b-c3b1-4670-8957-a4cf527be618,Colin Smith,,Female,erica72@gmail.com,(256)215-7618,U.S.,07/09/2024,4973.1
0ffe4e48-a4a9-40cc-af33-469e4345c0aa,Jeffrey Mccoy,,Female,stacie62@hotmail.com,+1-506-062-0480x3307,IN,02/27/2020,620.34
54b7d50e-a7a0-42c3-a3b8-48ba62b57651,Michael Smith,,Male,alexis20@gmail.com,+1-900-337-7309x31051,USA,09/18/2021,489.6
9add6dcf-66ae-40e9-a24c-3346800d676b,Jeanette Watson,,F,rosejames@reed.com,123-416-4801x556,USA,08/30/2021,2328.68
a736cf36-ba6a-4ec4-bc43-c2afe683abd5,John Wilson,51.0,Male,robert00@smith.com,001-197-499-3659x57932,IN,09/17/2024,459.46
dcd38628-2d35-4e34-8795-7f5998d5308a,Joshua Clay,,Female,tylerstevenson@hotmail.com,8285309642,United States,07/01/2020,4566.84
8680a40a-1440-4d15-9a77-e56b8d6a66d4,Darryl Reeves,,,jason33@gmail.com,001-147-788-0527x63238,U.S.,04/10/2022,1351.35
a1dfe674-fee8-4c24-ba4b-cde2cf350cb5,Jason Medina,,M,anthony83@hotmail.com,001-104-143-4714x77776,United States,02/18/2024,640.99
236ee3df-aab1-4747-ae3e-c3d5633a0da7,Steven Holmes,,Female,bhammond@calderon.info,3075166368,IN,07/29/2021,4745.18
54c85bf5-2cda-4390-88bb-13fbdca9e1f4,Donald Barry,38.0,M,markmiller@morris.com,199-552-7878x36818,United States,12/21/2023,4394.67
121f4803-f0de-4316-bb8a-a042026ca3d8,Shelby Rosario,34.0,F,anncoleman@byrd-williams.org,001-697-974-1316,,12/18/2022,4290.76
2ef0f2b6-89f6-428a-ab46-36a37ef980c8,Dana Brown,45.0,M,christythompson@gmail.com,662-948-0119,U.S.,11/26/2022,3674.15
1a36899a-4347-45d2-8c9a-0129680e6755,Mrs. Deborah Young,,F,christinewhite@robinson.com,001-308-260-1562,India,08/16/2024,4348.38
b68d32a2-87ef-4b9f-97e9-00fc15502b6c,Brittany Johnston,,Female,vreed@mcfarland.net,2159955850,U.S.,10/24/2023,422.76
aab8c7fe-2ef5-40bc-acf4-222ef82c3719,Patrick Mccann,,M,davidsloan@yahoo.com,001-313-872-3511x041,United States,07/26/2021,1315.75
35d6055b-ac6f-407d-90d0-9a75f2de80c5,Nathan Solomon,,F,gbuck@yahoo.com,+1-773-306-6322x9891,IN,01/20/2021,4038.54
67df634c-6ef8-4383-bb07-843c89309f77,Claudia Castro,,F,tim40@yahoo.com,114.999.8227,U.S.,09/08/2022,4405.93
61705f9e-2c58-42e9-ab03-ac6e50e77c5c,Evan Marshall,,,tylersawyer@coleman.net,(955)956-8402,,05/08/2024,1269.86
01c2c40d-ce39-4f9c-a879-6feab9f289d2,Raymond Rowland,,Male,smithrobert@harris.com,875.705.1598,USA,10/31/2023,3822.97
8294c5ae-39f9-4cfd-8f1e-2fe7b134c9da,Natalie Rosario,,Male,mary90@hotmail.com,5000466894,U.S.,08/15/2020,2697.94
1b5918d6-8880-4fdf-931f-beca26791686,Cynthia Perkins,,F,shafferrichard@conner.biz,975.645.4348,USA,12/26/2024,940.09
4d871871-bc15-452e-87cd-0a9691484b6c,Nathan Hunter,54.0,,riverajoseph@hall-mcconnell.com,001-587-074-7668x4265,U.S.,03/21/2021,3617.01
1cdcc9b3-c97d-4cf0-9134-7acc9dba4fe8,Jennifer Shaw,50.0,M,sara40@yahoo.com,7206864825,USA,09/10/2020,4085.27
ea531473-6821-4793-9dd3-65226b3eda28,Stephanie Allen,,M,christophermay@kent.com,(954)295-7629x7095,U.S.,01/02/2023,1064.54
25f95222-f4ba-41e4-aea4-9cb5a8f77f32,Cindy Santos,53.0,Male,amandarogers@hotmail.com,+1-901-625-7060,U.S.,09/17/2024,1275.53
8dce87b1-c3f5-40e0-a82a-22974f6be336,Dawn Russell,,Male,rhood@farmer.com,1573936616,U.S.,05/18/2023,3335.74
7f6a324b-751f-41b8-94ed-c23923293317,Brenda Contreras,73.0,F,jonesmargaret@gmail.com,(543)808-9407x45557,United States,09/26/2021,1254.82
52d4199a-d838-4c16-92c5-e73b9990a676,Melody Hall,,Female,wrightvictoria@gmail.com,883-277-6562x65745,IN,08/06/2021,3224.2
a77926c8-02ab-4867-b755-52f5bda0d0d6,Rachel Mcguire,32.0,Female,hardythomas@yahoo.com,(907)046-3571x201,,02/24/2023,2624.62
e21a6eae-495f-4ff3-99c7-e083a19cfdbe,Mary Fisher,,Female,xjimenez@yahoo.com,+1-332-800-4198x497,,10/10/2023,962.71
9e6b368c-0c69-4e25-9c87-0f60e9c8b078,Michelle Thomas,,,rebeccalawson@conway.com,+1-113-987-1450x8044,United States,06/23/2023,3031.23
a71c6d34-5a06-4282-8684-9806aeec0329,Chris Kirby,,M,josephjordan@jordan.biz,185.552.5515x241,USA,10/27/2020,1181.27
2de2a960-5b1b-45d6-aad6-4e30eb74b4b5,Jon Love,,M,sabrina43@yahoo.com,(644)757-8318x2927,,12/06/2021,3663.41
e42a00bb-a6d1-4725-aa1c-911443de9581,Jennifer Liu,57.0,Female,earl67@taylor-hall.info,001-111-385-8138x9269,,07/25/2024,725.22
09b70b54-cbf7-43a2-891d-c1660585a57d,Keith Payne,37.0,F,sethcole@hall.org,817.526.0690,IN,03/03/2022,4838.61
cb1cb2eb-6ec8-4129-becb-8d5f744f1b1a,Andrea Nguyen,,Female,jlewis@gmail.com,+1-167-454-1896,India,09/04/2023,3998.42
54d09df0-e7f6-44d3-a387-7c0f005ee2b4,Adam Burns,67.0,Male,nrios@gmail.com,+1-064-479-8725x8017,United States,06/20/2020,3074.98
449e84cb-4942-4e0c-a1b4-5444017ece30,Alexis Short,75.0,Male,hillscott@mercado-short.com,018.448.0756x307,India,05/08/2024,448.76
c68536f5-11a6-4476-9ca6-67fd23e91dd2,Michael Brewer,,Male,jonathongonzalez@gmail.com,739.497.5078,USA,06/22/2021,322.23
39848065-1548-42ed-9037-3b3bafc73aca,Sergio Carr,79.0,F,robert74@griffin.net,(751)772-4832x164,U.S.,04/22/2020,4101.74
30c9e0be-f32f-4480-8a44-3afadecc3e1c,Sharon Jensen,73.0,M,jayala@yahoo.com,+1-312-609-9468x35878,,10/30/2023,1398.02
f3dca424-5b8c-4766-9a81-aa1889faaef0,David Mason,54.0,Male,stephenmurphy@yahoo.com,607-133-0698,USA,04/23/2023,3905.54
38c9bdd2-4d01-4164-800f-58d53f9ff8c0,Andrew Esparza,38.0,M,obanks@hotmail.com,(649)684-5890x899,IN,01/30/2022,1367.95
ab2dd9a3-51a7-4607-96ad-069ddb45a560,Courtney Turner,76.0,Male,bradshawfrank@robinson.com,385.159.6427x93879,,07/04/2021,923.06
3fda7260-5466-4788-b981-62a9aa3e9831,Aaron Shelton,,Male,younglori@gmail.com,069-091-4136x8333,India,12/09/2023,2522.08
3607aba7-822f-43e4-b8f3-88e02c10fac3,Paul Gibson,,F,heatherchambers@myers.com,842-890-6150x13956,India,07/09/2024,2424.01
d310996d-6dc5-415e-8a1f-320b4e8dab74,Brandon Lee,,,marthawaters@gmail.com,160-694-0256,United States,03/13/2020,1410.66
7c5481a2-1d15-4324-80e9-15c9802f4db5,Cheryl Sullivan,,,daniellehull@ellis.com,(539)755-3833,IN,05/28/2022,196.29
84fdb4ad-2a04-4cb1-8aee-0387bf9dfbc8,Krystal Gomez,,,laurie50@craig-willis.org,(784)335-9672x6088,U.S.,07/07/2023,2664.76
fd7b97d8-b6f0-463a-8c40-2333a1db6327,Ricky Bradshaw,39.0,Male,sarah31@hotmail.com,(922)168-6805x856,India,09/19/2020,2288.53
4fa299eb-dbcb-45b6-b4c3-d4fb87ad8692,John Melendez,,Female,michele20@lara.com,233.172.6695x82338,IN,05/05/2020,352.88
49aed9b0-b2b6-4cdf-b5a5-c9573573dbf2,Jessica Hull,,M,burnettlindsay@hotmail.com,(510)710-1049x211,IN,07/30/2020,2462.69
b2acee3f-b208-48be-9167-421beffbab67,Anthony Sullivan,68.0,M,weaverlisa@matthews.com,+1-385-909-9571x142,IN,07/03/2022,3691.51
4f36a65b-689f-47d8-b749-e0d2095912dd,Amber Thomas MD,,Male,john07@gmail.com,+1-058-955-5967x74426,United States,06/17/2020,2429.11
7ee5b4a4-c877-42d4-b2d3-f06b606b8e6f,Adam Malone,26.0,,alex49@stevens.biz,617.790.2964,U.S.,10/17/2024,1349.26
59a0558b-cac8-41b5-8d55-f8d48e9deabf,Kirk Anthony,46.0,M,nathan36@rhodes-robinson.biz,+1-869-150-7364x8188,,09/02/2022,4127.58
85f8dfee-ac77-4b2f-ba41-17ba8388d759,Patricia Johnson,,Female,camposalvin@kelly.com,138.404.3674x0815,,08/04/2021,1809.52
606b15a8-4ff5-42dc-9230-7c9a3368dab5,Barry Hicks,,Male,michael67@hernandez.info,975-130-2177,U.S.,12/10/2023,1773.32
faa4c186-e42e-440d-add3-8dc94d555edd,Sarah Mendoza,80.0,Female,pschroeder@baker-hines.org,164-320-4591,USA,01/07/2021,4079.95
3d5af85d-c15c-4b7b-aa19-1f47033e6ffc,Michael Rogers,,Male,martinrice@marsh.org,751.749.0598x960,United States,07/05/2021,279.54
d1d2057b-bf30-4f0f-8315-d87d4f9416a1,Angela Taylor,,F,veronica15@hotmail.com,707.522.7384x238,IN,05/08/2023,3312.42
1ba923bc-267b-47d2-8940-de03d5df1be4,Alyssa Reed,,Male,amanda33@hotmail.com,+1-762-958-6391x0554,,12/06/2020,3413.74
ca771081-9ee1-49de-9d9b-757b247a4744,Melanie Porter,38.0,,abradley@yahoo.com,762-152-3320x32865,USA,06/04/2021,1012.38
